437,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,1,-1,1.0
439,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1.0
440,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,1.0
441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
442,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
444,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,1,1,0,1,-1,1.0
446,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1.0
447,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1.0
448,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1.0
449,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1.0
450,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
451,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
453,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.0
454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,1.0
455,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1.0
456,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1.0
457,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
458,-1,-1,0,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
459,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
460,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,1.0
461,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.0
510,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,1.0
511,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,-1,0,1.0
512,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,1.0
513,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1.0
514,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
515,-1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,0,1.0
516,-1,-1,0,1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,-1,1,0,1,0,1.0
517,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
518,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,1,0,-1,-1,-1,0,0,-1,0,1.0
519,-1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,1.0
520,-1,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
521,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
522,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,1.0
523,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
524,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,1.0
525,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
526,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
527,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,1.0
528,-1,0,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,0,1.0
529,-1,-1,0,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,0,1.0
530,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
531,1,0,0,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,-1,1,0,-1,0,1.0
532,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
534,-1,-1,0,1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,1,1,0,-1,0,1.0
535,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
536,1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
537,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,1.0
538,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
539,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,0,1.0
540,-1,-1,0,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,1.0
541,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1.0
542,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,1.0
543,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
544,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,0,1.0
545,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
546,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1.0
547,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,0,1.0
548,-1,-1,0,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
549,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,1.0
550,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
551,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,0,1.0
552,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1.0
553,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,1.0
554,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,1.0
555,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1.0
556,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
557,-1,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,1.0
558,-1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
559,-1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
560,1,-1,0,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,1.0
561,-1,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
562,1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,-1,0,1.0
563,-1,-1,0,1,1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,0,-1,0,1.0
564,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
565,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,0,1.0
566,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
567,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,1.0
568,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,0,1.0
569,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,0,1.0
570,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,1.0
571,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1.0
573,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
682,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0
683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1.0
684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
686,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0
687,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1.0
688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
689,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1.0
690,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1.0
691,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
692,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1.0
693,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
694,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
696,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1.0
697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
698,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
701,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
702,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
703,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,1.0
704,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1.0
706,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,1,1,0,1,-1,1.0
707,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
709,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
710,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,-1,1.0
711,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,-1,1.0
712,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
713,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
714,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
716,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,-1,1.0
717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
718,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
719,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
720,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
722,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
723,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1.0
724,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
726,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
729,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,1.0
730,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1.0
731,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
735,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1.0
737,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
738,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
741,-1,0,1,0,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
742,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1.0
743,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
744,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1.0
745,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,1.0
746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
748,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,1.0
749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
751,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
752,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1.0
753,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1.0
754,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1.0
755,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
756,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1.0
757,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.0
758,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1.0
759,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,-1,-1,-1,1.0
760,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,1,-1,1.0
763,-1,-1,0,1,0,1,-1,-1,-1,-1,0,1,-1,0,0,-1,-1,0,-1,1,1.0
764,1,-1,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,-1,-1,1,1,1.0
765,1,-1,1,-1,-1,-1,1,0,1,0,0,1,-1,-1,1,1,-1,-1,1,-1,1.0
766,1,-1,-1,-1,-1,-1,0,-1,-1,1,0,1,-1,0,0,-1,1,-1,-1,0,1.0
767,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1.0
768,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1.0
769,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,1.0
771,1,0,1,1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,0,1.0
772,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
773,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1.0
774,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1.0
775,1,0,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1.0
776,-1,-1,-1,1,-1,-1,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,0,1,-1,1.0
777,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1.0
778,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1.0
779,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,-1,-1,1.0
780,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1.0
781,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,1.0
782,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1.0
783,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1.0
784,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1.0
785,-1,-1,1,1,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1.0
786,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1.0
787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
788,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1.0
789,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
790,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
791,1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1.0
792,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
793,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1.0
794,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1.0
795,-1,-1,0,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
796,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,1.0
797,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
798,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,-1,1.0
800,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1.0
801,1,-1,1,-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,1,-1,-1,0,-1,-1,1.0
802,1,0,1,0,-1,0,-1,-1,1,1,0,-1,-1,-1,0,-1,-1,0,-1,-1,1.0
803,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1.0
804,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,-1,0,-1,-1,1.0
805,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,1.0
806,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1.0
807,1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1.0
808,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1.0
809,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,1.0
810,-1,-1,1,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
811,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
812,-1,0,1,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,1.0
813,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1.0
814,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1.0
815,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
816,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
817,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1.0
818,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
820,-1,-1,1,1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,-1,1.0
821,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1.0
822,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
823,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1.0
824,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1.0
825,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
826,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1.0
827,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1.0
828,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1.0
829,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1.0
830,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1.0
831,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
832,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1.0
